Step,Final_CE,Align_Loss,Halt_Loss,LR,Diffs,Halts
45200,2.6598,0.3662,0.0000,0.000195,"[0.20,0.49,1.42]","[0.45,0.42,0.24]"
45210,2.6255,0.3660,0.0000,0.000195,"[0.21,0.48,1.42]","[0.45,0.40,0.24]"
45220,2.7646,0.3671,0.0000,0.000195,"[0.20,0.48,1.42]","[0.44,0.40,0.24]"
45230,2.6701,0.3484,0.0000,0.000195,"[0.22,0.49,1.41]","[0.47,0.41,0.24]"
45240,2.6140,0.3701,0.0000,0.000195,"[0.21,0.47,1.42]","[0.45,0.40,0.24]"
45250,2.7547,0.3707,0.0000,0.000195,"[0.20,0.49,1.42]","[0.44,0.40,0.24]"
45260,2.5648,0.3708,0.0000,0.000195,"[0.21,0.48,1.41]","[0.46,0.41,0.24]"
45270,2.7293,0.3601,0.0000,0.000195,"[0.20,0.48,1.42]","[0.45,0.40,0.24]"
45280,2.8741,0.3789,0.0000,0.000195,"[0.20,0.49,1.42]","[0.44,0.40,0.24]"
45290,2.9877,0.3845,0.0000,0.000194,"[0.20,0.49,1.41]","[0.44,0.41,0.24]"
45300,2.9348,0.3746,0.0000,0.000194,"[0.20,0.48,1.42]","[0.44,0.42,0.24]"
45310,2.7274,0.3796,0.0000,0.000194,"[0.20,0.49,1.42]","[0.45,0.39,0.24]"
45320,2.5695,0.3712,0.0000,0.000194,"[0.21,0.48,1.42]","[0.44,0.41,0.24]"
45330,2.4167,0.3686,0.0000,0.000194,"[0.22,0.48,1.42]","[0.46,0.41,0.24]"
45340,2.7898,0.3750,0.0000,0.000194,"[0.20,0.50,1.42]","[0.44,0.40,0.24]"
45350,2.6808,0.3768,0.0000,0.000194,"[0.21,0.48,1.42]","[0.44,0.40,0.24]"
45360,2.5420,0.3736,0.0000,0.000194,"[0.21,0.48,1.42]","[0.45,0.41,0.24]"
45370,2.4341,0.3803,0.0000,0.000194,"[0.23,0.46,1.41]","[0.47,0.42,0.24]"
45380,2.6110,0.3730,0.0000,0.000194,"[0.22,0.47,1.42]","[0.47,0.41,0.24]"
45390,2.5979,0.3730,0.0000,0.000194,"[0.22,0.47,1.42]","[0.47,0.41,0.24]"
45400,2.7220,0.3820,0.0000,0.000194,"[0.22,0.48,1.43]","[0.45,0.41,0.24]"
45410,2.7980,0.3881,0.0000,0.000194,"[0.20,0.50,1.42]","[0.45,0.41,0.24]"
45420,2.8698,0.3889,0.0000,0.000194,"[0.20,0.49,1.43]","[0.46,0.40,0.24]"
45430,2.7795,0.3803,0.0000,0.000194,"[0.20,0.50,1.43]","[0.45,0.41,0.24]"
45440,2.4108,0.3704,0.0000,0.000194,"[0.23,0.46,1.41]","[0.45,0.41,0.24]"
45450,2.5848,0.3875,0.0000,0.000194,"[0.21,0.48,1.42]","[0.45,0.41,0.24]"
45460,2.5600,0.3808,0.0000,0.000194,"[0.22,0.48,1.42]","[0.46,0.41,0.24]"
45470,2.7579,0.3830,0.0000,0.000194,"[0.21,0.48,1.42]","[0.44,0.40,0.24]"
45480,2.5810,0.3569,0.0000,0.000194,"[0.20,0.49,1.41]","[0.44,0.41,0.24]"
45490,2.8057,0.3790,0.0000,0.000194,"[0.21,0.49,1.42]","[0.44,0.40,0.24]"
45500,2.7702,0.3887,0.0000,0.000194,"[0.21,0.48,1.41]","[0.45,0.40,0.24]"
45510,2.5640,0.3775,0.0000,0.000194,"[0.22,0.47,1.41]","[0.45,0.42,0.24]"
45520,2.6180,0.3858,0.0000,0.000194,"[0.21,0.48,1.42]","[0.45,0.40,0.24]"
45530,2.6861,0.3871,0.0000,0.000194,"[0.21,0.49,1.42]","[0.46,0.41,0.24]"
45540,2.6260,0.3838,0.0000,0.000194,"[0.21,0.49,1.42]","[0.44,0.40,0.24]"
45550,2.6059,0.3849,0.0000,0.000193,"[0.22,0.48,1.42]","[0.46,0.41,0.24]"
45560,2.7470,0.3904,0.0000,0.000193,"[0.20,0.50,1.43]","[0.45,0.42,0.24]"
45570,2.8489,0.3775,0.0000,0.000193,"[0.21,0.49,1.42]","[0.45,0.41,0.24]"
45580,2.7878,0.3778,0.0000,0.000193,"[0.21,0.49,1.42]","[0.45,0.41,0.24]"
45590,2.7830,0.3846,0.0000,0.000193,"[0.21,0.49,1.43]","[0.44,0.40,0.24]"
45600,2.8343,0.3956,0.0000,0.000193,"[0.22,0.49,1.43]","[0.44,0.41,0.24]"
45610,2.7823,0.3987,0.0000,0.000193,"[0.20,0.49,1.43]","[0.45,0.40,0.24]"
45620,2.6389,0.3936,0.0000,0.000193,"[0.21,0.49,1.42]","[0.46,0.41,0.24]"
45630,2.8660,0.3987,0.0000,0.000193,"[0.20,0.49,1.42]","[0.43,0.39,0.24]"
45640,2.6108,0.3930,0.0000,0.000193,"[0.20,0.49,1.43]","[0.45,0.41,0.24]"
45650,2.6952,0.4022,0.0000,0.000193,"[0.22,0.49,1.43]","[0.45,0.41,0.24]"
45660,2.8515,0.3871,0.0000,0.000193,"[0.21,0.49,1.43]","[0.45,0.41,0.24]"
45670,2.8057,0.3847,0.0000,0.000193,"[0.20,0.50,1.43]","[0.45,0.41,0.24]"
45680,2.6959,0.3836,0.0000,0.000193,"[0.20,0.51,1.43]","[0.44,0.42,0.24]"
45690,2.7725,0.3883,0.0000,0.000193,"[0.20,0.49,1.43]","[0.43,0.41,0.24]"
45700,2.6289,0.3794,0.0000,0.000193,"[0.21,0.49,1.42]","[0.44,0.40,0.24]"
45710,2.7462,0.3806,0.0000,0.000193,"[0.21,0.49,1.42]","[0.45,0.42,0.24]"
45720,2.7628,0.3874,0.0000,0.000193,"[0.21,0.49,1.42]","[0.45,0.41,0.24]"
45730,2.6758,0.3878,0.0000,0.000193,"[0.21,0.48,1.41]","[0.44,0.41,0.24]"
45740,2.5625,0.3919,0.0000,0.000193,"[0.20,0.47,1.41]","[0.43,0.39,0.24]"
45750,2.8125,0.3936,0.0000,0.000193,"[0.21,0.47,1.41]","[0.44,0.40,0.24]"
45760,2.5812,0.3975,0.0000,0.000193,"[0.21,0.49,1.42]","[0.44,0.42,0.24]"
45770,2.8234,0.3989,0.0000,0.000193,"[0.20,0.49,1.43]","[0.45,0.41,0.24]"
45780,2.6963,0.4082,0.0000,0.000193,"[0.20,0.49,1.42]","[0.44,0.39,0.24]"
45790,2.7312,0.4124,0.0000,0.000193,"[0.21,0.49,1.41]","[0.44,0.40,0.24]"
45800,2.6810,0.4011,0.0000,0.000193,"[0.22,0.48,1.42]","[0.45,0.41,0.24]"
45810,2.8374,0.4055,0.0000,0.000192,"[0.20,0.50,1.43]","[0.44,0.41,0.24]"
45820,2.9613,0.3928,0.0000,0.000192,"[0.21,0.50,1.43]","[0.45,0.42,0.24]"
45830,2.5533,0.3801,0.0000,0.000192,"[0.23,0.48,1.42]","[0.46,0.41,0.24]"
45840,2.9158,0.4030,0.0000,0.000192,"[0.21,0.50,1.43]","[0.45,0.40,0.24]"
45850,2.6945,0.3969,0.0000,0.000192,"[0.22,0.49,1.42]","[0.44,0.40,0.24]"
45860,2.6262,0.3943,0.0000,0.000192,"[0.22,0.49,1.42]","[0.45,0.41,0.24]"
45870,2.8302,0.4067,0.0000,0.000192,"[0.21,0.49,1.43]","[0.46,0.40,0.24]"
45880,2.5507,0.4021,0.0000,0.000192,"[0.21,0.49,1.43]","[0.43,0.39,0.24]"
45890,2.4650,0.3908,0.0000,0.000192,"[0.20,0.49,1.43]","[0.45,0.41,0.24]"
45900,2.7645,0.3958,0.0000,0.000192,"[0.22,0.49,1.42]","[0.45,0.40,0.24]"
45910,2.6251,0.4032,0.0000,0.000192,"[0.22,0.48,1.42]","[0.47,0.41,0.24]"
45920,2.7679,0.4004,0.0000,0.000192,"[0.21,0.50,1.43]","[0.45,0.40,0.24]"
45930,2.7885,0.4034,0.0000,0.000192,"[0.21,0.49,1.43]","[0.45,0.39,0.24]"
45940,2.4642,0.3983,0.0000,0.000192,"[0.23,0.48,1.42]","[0.45,0.41,0.24]"
45950,2.8318,0.3937,0.0000,0.000192,"[0.21,0.50,1.43]","[0.45,0.41,0.24]"
45960,2.6508,0.4109,0.0000,0.000192,"[0.23,0.48,1.42]","[0.46,0.41,0.24]"
45970,2.5446,0.3993,0.0000,0.000192,"[0.21,0.48,1.41]","[0.47,0.43,0.24]"
45980,3.0161,0.4089,0.0000,0.000192,"[0.20,0.51,1.43]","[0.43,0.39,0.24]"
45990,2.6938,0.4083,0.0000,0.000192,"[0.20,0.49,1.42]","[0.45,0.39,0.24]"
46000,2.7480,0.4027,0.0000,0.000192,"[0.21,0.49,1.42]","[0.45,0.40,0.24]"
46010,2.4941,0.4039,0.0000,0.000192,"[0.22,0.48,1.42]","[0.46,0.40,0.24]"
46020,2.6032,0.4001,0.0000,0.000192,"[0.20,0.48,1.42]","[0.44,0.41,0.24]"
46030,2.6540,0.3935,0.0000,0.000192,"[0.22,0.48,1.42]","[0.44,0.40,0.24]"
46040,2.6391,0.4008,0.0000,0.000192,"[0.21,0.50,1.43]","[0.45,0.42,0.24]"
46050,2.7617,0.4007,0.0000,0.000192,"[0.21,0.49,1.42]","[0.46,0.41,0.24]"
46060,2.6650,0.4011,0.0000,0.000191,"[0.22,0.49,1.43]","[0.45,0.40,0.24]"
46070,2.6372,0.4078,0.0000,0.000191,"[0.22,0.49,1.42]","[0.46,0.43,0.24]"
46080,2.9178,0.4099,0.0000,0.000191,"[0.21,0.50,1.43]","[0.44,0.41,0.24]"
46090,2.7968,0.4174,0.0000,0.000191,"[0.22,0.48,1.42]","[0.44,0.40,0.24]"
46100,2.6442,0.3972,0.0000,0.000191,"[0.21,0.49,1.43]","[0.45,0.41,0.24]"
46110,2.5699,0.4026,0.0000,0.000191,"[0.20,0.51,1.43]","[0.45,0.40,0.24]"
46120,2.6937,0.4018,0.0000,0.000191,"[0.21,0.50,1.43]","[0.44,0.42,0.24]"
46130,2.4923,0.3890,0.0000,0.000191,"[0.21,0.48,1.42]","[0.44,0.40,0.24]"
46140,2.6401,0.4086,0.0000,0.000191,"[0.20,0.48,1.43]","[0.45,0.41,0.24]"
46150,2.7820,0.3986,0.0000,0.000191,"[0.21,0.50,1.42]","[0.44,0.39,0.24]"
46160,2.6282,0.4073,0.0000,0.000191,"[0.21,0.50,1.42]","[0.45,0.40,0.24]"
46170,2.5597,0.4027,0.0000,0.000191,"[0.21,0.50,1.42]","[0.46,0.42,0.24]"
46180,2.5758,0.3927,0.0000,0.000191,"[0.22,0.49,1.41]","[0.45,0.41,0.24]"
46190,2.7703,0.4028,0.0000,0.000191,"[0.19,0.49,1.42]","[0.44,0.40,0.24]"
46200,2.9043,0.3998,0.0000,0.000191,"[0.21,0.51,1.42]","[0.45,0.41,0.24]"
46210,2.6273,0.4020,0.0000,0.000191,"[0.21,0.50,1.42]","[0.44,0.40,0.24]"
46220,2.6455,0.4105,0.0000,0.000191,"[0.21,0.50,1.43]","[0.45,0.40,0.24]"
46230,2.4977,0.4064,0.0000,0.000191,"[0.22,0.48,1.42]","[0.45,0.41,0.24]"
46240,2.5217,0.4048,0.0000,0.000191,"[0.23,0.48,1.41]","[0.45,0.42,0.24]"
46250,2.5577,0.4216,0.0000,0.000191,"[0.22,0.48,1.43]","[0.44,0.40,0.24]"
46260,2.5670,0.4167,0.0000,0.000191,"[0.23,0.48,1.42]","[0.45,0.42,0.24]"
46270,2.6592,0.4289,0.0000,0.000191,"[0.22,0.49,1.42]","[0.45,0.42,0.24]"
46280,2.7460,0.4155,0.0000,0.000191,"[0.21,0.49,1.42]","[0.45,0.38,0.24]"
46290,2.6447,0.4025,0.0000,0.000191,"[0.22,0.49,1.41]","[0.44,0.41,0.24]"
46300,2.8099,0.4165,0.0000,0.000191,"[0.21,0.49,1.43]","[0.45,0.42,0.24]"
46310,2.6308,0.4138,0.0000,0.000191,"[0.21,0.50,1.43]","[0.45,0.40,0.24]"
46320,2.5633,0.4097,0.0000,0.000190,"[0.22,0.49,1.43]","[0.45,0.40,0.24]"
46330,2.7617,0.4154,0.0000,0.000190,"[0.21,0.49,1.42]","[0.46,0.40,0.24]"
46340,2.7837,0.4264,0.0000,0.000190,"[0.23,0.47,1.43]","[0.47,0.42,0.24]"
46350,2.6043,0.4243,0.0000,0.000190,"[0.22,0.49,1.42]","[0.45,0.42,0.24]"
46360,2.7463,0.4225,0.0000,0.000190,"[0.21,0.51,1.43]","[0.44,0.39,0.24]"
46370,2.9036,0.4199,0.0000,0.000190,"[0.21,0.50,1.43]","[0.45,0.40,0.24]"
46380,2.7020,0.4187,0.0000,0.000190,"[0.20,0.49,1.42]","[0.44,0.39,0.24]"
46390,2.6092,0.4313,0.0000,0.000190,"[0.22,0.49,1.43]","[0.45,0.41,0.24]"
46400,2.7582,0.4211,0.0000,0.000190,"[0.21,0.50,1.43]","[0.45,0.39,0.24]"
46410,2.8581,0.4142,0.0000,0.000190,"[0.20,0.50,1.43]","[0.45,0.39,0.24]"
46420,2.6809,0.4197,0.0000,0.000190,"[0.23,0.48,1.43]","[0.45,0.41,0.24]"
46430,2.8073,0.4091,0.0000,0.000190,"[0.22,0.50,1.43]","[0.45,0.41,0.24]"
46440,3.0574,0.4122,0.0000,0.000190,"[0.21,0.51,1.43]","[0.44,0.39,0.24]"
46450,2.8126,0.4047,0.0000,0.000190,"[0.21,0.49,1.42]","[0.44,0.39,0.24]"
46460,2.5373,0.4078,0.0000,0.000190,"[0.21,0.50,1.43]","[0.44,0.41,0.24]"
46470,2.6332,0.4074,0.0000,0.000190,"[0.21,0.50,1.43]","[0.44,0.41,0.24]"
46480,2.6807,0.4169,0.0000,0.000190,"[0.22,0.50,1.42]","[0.44,0.40,0.24]"
46490,2.6359,0.4013,0.0000,0.000190,"[0.22,0.49,1.42]","[0.45,0.40,0.24]"
46500,2.9332,0.4008,0.0000,0.000190,"[0.21,0.50,1.42]","[0.44,0.38,0.24]"
46510,2.5564,0.4079,0.0000,0.000190,"[0.22,0.49,1.42]","[0.45,0.40,0.24]"
46520,2.6523,0.4085,0.0000,0.000190,"[0.21,0.49,1.42]","[0.44,0.39,0.24]"
46530,2.2887,0.4025,0.0000,0.000190,"[0.23,0.47,1.42]","[0.46,0.41,0.24]"
46540,2.7986,0.4082,0.0000,0.000190,"[0.21,0.50,1.43]","[0.46,0.41,0.24]"
46550,2.6443,0.4234,0.0000,0.000190,"[0.20,0.50,1.43]","[0.43,0.41,0.24]"
46560,2.4197,0.4205,0.0000,0.000190,"[0.21,0.49,1.42]","[0.45,0.40,0.24]"
46570,2.5582,0.4373,0.0000,0.000189,"[0.22,0.50,1.43]","[0.45,0.41,0.24]"
46580,2.6920,0.4268,0.0000,0.000189,"[0.22,0.49,1.43]","[0.45,0.43,0.24]"
46590,2.3944,0.4136,0.0000,0.000189,"[0.22,0.47,1.41]","[0.45,0.42,0.24]"
46600,2.5631,0.4228,0.0000,0.000189,"[0.22,0.50,1.43]","[0.46,0.42,0.24]"
46610,2.8823,0.4385,0.0000,0.000189,"[0.21,0.50,1.44]","[0.44,0.41,0.24]"
46620,2.6494,0.4338,0.0000,0.000189,"[0.22,0.50,1.42]","[0.46,0.40,0.24]"
46630,2.8804,0.4231,0.0000,0.000189,"[0.21,0.50,1.43]","[0.44,0.40,0.24]"
46640,2.8162,0.4375,0.0000,0.000189,"[0.21,0.50,1.44]","[0.44,0.41,0.24]"
46650,2.7544,0.4266,0.0000,0.000189,"[0.21,0.51,1.43]","[0.45,0.41,0.24]"
46660,2.5396,0.4284,0.0000,0.000189,"[0.21,0.50,1.43]","[0.45,0.40,0.24]"
46670,2.7945,0.4370,0.0000,0.000189,"[0.21,0.50,1.44]","[0.43,0.40,0.24]"
46680,2.5712,0.4293,0.0000,0.000189,"[0.21,0.50,1.44]","[0.44,0.40,0.24]"
46690,2.7142,0.4344,0.0000,0.000189,"[0.21,0.50,1.44]","[0.45,0.40,0.24]"
46700,2.8199,0.4318,0.0000,0.000189,"[0.20,0.51,1.44]","[0.44,0.39,0.24]"
46710,2.6632,0.4148,0.0000,0.000189,"[0.22,0.51,1.43]","[0.45,0.41,0.24]"
46720,2.7253,0.4150,0.0000,0.000189,"[0.21,0.51,1.44]","[0.45,0.40,0.24]"
46730,2.7121,0.4276,0.0000,0.000189,"[0.22,0.49,1.44]","[0.44,0.42,0.24]"
46740,2.7819,0.4225,0.0000,0.000189,"[0.20,0.50,1.44]","[0.45,0.41,0.24]"
46750,2.4954,0.4252,0.0000,0.000189,"[0.21,0.51,1.43]","[0.43,0.40,0.24]"
46760,2.6005,0.4385,0.0000,0.000189,"[0.22,0.50,1.43]","[0.45,0.40,0.24]"
46770,2.7638,0.4318,0.0000,0.000189,"[0.21,0.51,1.44]","[0.45,0.40,0.24]"
46780,2.5864,0.4224,0.0000,0.000189,"[0.23,0.49,1.42]","[0.46,0.40,0.24]"
46790,2.4607,0.4269,0.0000,0.000189,"[0.22,0.49,1.44]","[0.46,0.40,0.24]"
46800,2.8914,0.4281,0.0000,0.000189,"[0.21,0.52,1.45]","[0.44,0.39,0.24]"
46810,2.6761,0.4262,0.0000,0.000189,"[0.21,0.49,1.42]","[0.43,0.40,0.24]"
46820,2.5464,0.4436,0.0000,0.000189,"[0.21,0.51,1.43]","[0.45,0.40,0.24]"
46830,2.8283,0.4491,0.0000,0.000188,"[0.22,0.50,1.43]","[0.43,0.40,0.24]"
46840,2.6685,0.4330,0.0000,0.000188,"[0.20,0.51,1.44]","[0.44,0.41,0.24]"
46850,2.9311,0.4466,0.0000,0.000188,"[0.21,0.51,1.44]","[0.44,0.42,0.24]"
46860,2.7268,0.4381,0.0000,0.000188,"[0.22,0.50,1.43]","[0.46,0.42,0.24]"
46870,2.4534,0.4397,0.0000,0.000188,"[0.21,0.48,1.42]","[0.44,0.39,0.24]"
46880,2.5459,0.4255,0.0000,0.000188,"[0.22,0.49,1.43]","[0.44,0.38,0.24]"
46890,2.4581,0.4392,0.0000,0.000188,"[0.22,0.48,1.42]","[0.46,0.41,0.24]"
46900,2.5545,0.4147,0.0000,0.000188,"[0.22,0.50,1.43]","[0.45,0.41,0.24]"
46910,2.8121,0.4368,0.0000,0.000188,"[0.21,0.50,1.44]","[0.46,0.41,0.24]"
46920,2.6792,0.4312,0.0000,0.000188,"[0.23,0.48,1.43]","[0.44,0.40,0.24]"
46930,2.9991,0.4351,0.0000,0.000188,"[0.21,0.50,1.44]","[0.43,0.39,0.24]"
46940,2.5448,0.4243,0.0000,0.000188,"[0.20,0.51,1.43]","[0.45,0.40,0.24]"
46950,2.8084,0.4410,0.0000,0.000188,"[0.20,0.51,1.44]","[0.43,0.42,0.24]"
46960,2.6950,0.4238,0.0000,0.000188,"[0.21,0.50,1.44]","[0.44,0.40,0.24]"
46970,2.7404,0.4289,0.0000,0.000188,"[0.21,0.51,1.43]","[0.45,0.42,0.24]"
46980,2.6610,0.4278,0.0000,0.000188,"[0.22,0.50,1.42]","[0.44,0.41,0.24]"
46990,2.5539,0.4352,0.0000,0.000188,"[0.22,0.49,1.43]","[0.45,0.41,0.24]"
47000,2.5858,0.4346,0.0000,0.000188,"[0.21,0.50,1.44]","[0.44,0.40,0.24]"
47010,2.6595,0.4297,0.0000,0.000188,"[0.21,0.51,1.44]","[0.45,0.41,0.24]"
47020,2.4796,0.4259,0.0000,0.000188,"[0.22,0.50,1.42]","[0.45,0.42,0.24]"
47030,2.7928,0.4412,0.0000,0.000188,"[0.21,0.51,1.43]","[0.44,0.39,0.24]"
47040,2.5533,0.4312,0.0000,0.000188,"[0.22,0.49,1.42]","[0.45,0.40,0.24]"
47050,2.7356,0.4361,0.0000,0.000188,"[0.22,0.48,1.43]","[0.45,0.40,0.24]"
47060,2.7337,0.4371,0.0000,0.000188,"[0.21,0.51,1.42]","[0.46,0.41,0.24]"
47070,2.8025,0.4458,0.0000,0.000188,"[0.22,0.49,1.42]","[0.44,0.41,0.24]"
47080,2.6422,0.4350,0.0000,0.000187,"[0.21,0.51,1.43]","[0.43,0.42,0.24]"
47090,2.5613,0.4397,0.0000,0.000187,"[0.22,0.49,1.42]","[0.46,0.41,0.24]"
47100,2.7376,0.4305,0.0000,0.000187,"[0.22,0.50,1.44]","[0.45,0.42,0.24]"
47110,2.8141,0.4310,0.0000,0.000187,"[0.20,0.51,1.44]","[0.43,0.42,0.24]"
47120,2.6405,0.4275,0.0000,0.000187,"[0.21,0.50,1.43]","[0.46,0.41,0.24]"
47130,2.7982,0.4318,0.0000,0.000187,"[0.22,0.51,1.43]","[0.46,0.40,0.24]"
47140,2.9082,0.4244,0.0000,0.000187,"[0.22,0.50,1.42]","[0.44,0.42,0.24]"
47150,2.3843,0.4252,0.0000,0.000187,"[0.22,0.49,1.41]","[0.46,0.40,0.24]"
47160,2.7564,0.4260,0.0000,0.000187,"[0.22,0.49,1.44]","[0.44,0.41,0.24]"
47170,2.8091,0.4364,0.0000,0.000187,"[0.20,0.51,1.43]","[0.44,0.39,0.24]"
47180,2.6672,0.4376,0.0000,0.000187,"[0.22,0.50,1.43]","[0.45,0.42,0.24]"
47190,2.6357,0.4345,0.0000,0.000187,"[0.20,0.51,1.44]","[0.44,0.39,0.24]"
47200,2.8786,0.4299,0.0000,0.000187,"[0.20,0.52,1.44]","[0.45,0.39,0.24]"
47210,2.5126,0.4291,0.0000,0.000187,"[0.21,0.50,1.43]","[0.44,0.40,0.24]"
47220,2.6717,0.4209,0.0000,0.000187,"[0.22,0.50,1.44]","[0.46,0.40,0.24]"
47230,2.6927,0.4202,0.0000,0.000187,"[0.23,0.49,1.44]","[0.44,0.41,0.24]"
47240,2.7264,0.4287,0.0000,0.000187,"[0.21,0.51,1.44]","[0.45,0.40,0.24]"
47250,2.7263,0.4100,0.0000,0.000187,"[0.22,0.51,1.43]","[0.44,0.40,0.24]"
47260,2.7725,0.4330,0.0000,0.000187,"[0.21,0.52,1.44]","[0.45,0.40,0.24]"
47270,2.7317,0.4253,0.0000,0.000187,"[0.21,0.51,1.44]","[0.45,0.42,0.24]"
47280,2.5081,0.4304,0.0000,0.000187,"[0.21,0.50,1.44]","[0.44,0.40,0.24]"
47290,2.8968,0.4140,0.0000,0.000187,"[0.22,0.51,1.43]","[0.45,0.40,0.24]"
47300,2.8122,0.4325,0.0000,0.000187,"[0.22,0.50,1.44]","[0.46,0.42,0.24]"
47310,2.7321,0.4314,0.0000,0.000187,"[0.21,0.52,1.44]","[0.44,0.41,0.24]"
47320,2.5295,0.4272,0.0000,0.000187,"[0.23,0.50,1.43]","[0.45,0.41,0.24]"
47330,2.6639,0.4243,0.0000,0.000187,"[0.22,0.50,1.43]","[0.45,0.42,0.24]"
47340,2.7045,0.4279,0.0000,0.000186,"[0.22,0.50,1.43]","[0.45,0.41,0.24]"
47350,2.5809,0.4392,0.0000,0.000186,"[0.22,0.49,1.42]","[0.45,0.40,0.24]"
47360,2.6772,0.4362,0.0000,0.000186,"[0.20,0.51,1.44]","[0.44,0.40,0.24]"
47370,2.7789,0.4428,0.0000,0.000186,"[0.21,0.52,1.44]","[0.45,0.40,0.24]"
47380,2.4486,0.4441,0.0000,0.000186,"[0.22,0.51,1.44]","[0.45,0.41,0.24]"
47390,2.9393,0.4359,0.0000,0.000186,"[0.20,0.54,1.45]","[0.44,0.40,0.24]"
47400,2.5394,0.4361,0.0000,0.000186,"[0.22,0.50,1.43]","[0.45,0.41,0.24]"
47410,2.7519,0.4416,0.0000,0.000186,"[0.23,0.50,1.42]","[0.45,0.41,0.24]"
47420,2.5382,0.4396,0.0000,0.000186,"[0.21,0.50,1.43]","[0.45,0.40,0.24]"
47430,2.5781,0.4388,0.0000,0.000186,"[0.20,0.50,1.43]","[0.43,0.39,0.24]"
47440,2.4814,0.4311,0.0000,0.000186,"[0.22,0.50,1.42]","[0.45,0.41,0.24]"
47450,2.6058,0.4299,0.0000,0.000186,"[0.21,0.50,1.43]","[0.44,0.40,0.24]"
47460,2.6131,0.4280,0.0000,0.000186,"[0.22,0.51,1.42]","[0.46,0.41,0.24]"
47470,2.5713,0.4323,0.0000,0.000186,"[0.21,0.51,1.42]","[0.44,0.41,0.24]"
47480,2.7619,0.4413,0.0000,0.000186,"[0.23,0.50,1.42]","[0.45,0.43,0.24]"
47490,2.7448,0.4437,0.0000,0.000186,"[0.22,0.51,1.41]","[0.44,0.41,0.24]"
47500,2.6817,0.4331,0.0000,0.000186,"[0.21,0.52,1.44]","[0.45,0.40,0.24]"
47510,2.7444,0.4352,0.0000,0.000186,"[0.21,0.52,1.44]","[0.44,0.40,0.24]"
47520,2.6601,0.4346,0.0000,0.000186,"[0.22,0.51,1.42]","[0.44,0.40,0.24]"
47530,2.5647,0.4342,0.0000,0.000186,"[0.21,0.50,1.43]","[0.45,0.41,0.24]"
47540,2.7456,0.4334,0.0000,0.000186,"[0.22,0.51,1.44]","[0.45,0.41,0.24]"
47550,2.6035,0.4391,0.0000,0.000186,"[0.23,0.49,1.42]","[0.46,0.42,0.24]"
47560,2.6526,0.4424,0.0000,0.000186,"[0.21,0.52,1.44]","[0.44,0.41,0.24]"
47570,2.8488,0.4368,0.0000,0.000186,"[0.21,0.50,1.43]","[0.45,0.41,0.24]"
47580,2.8736,0.4292,0.0000,0.000186,"[0.21,0.51,1.43]","[0.45,0.39,0.24]"
47590,2.6999,0.4399,0.0000,0.000185,"[0.21,0.51,1.44]","[0.44,0.39,0.24]"
47600,2.8368,0.4429,0.0000,0.000185,"[0.21,0.52,1.44]","[0.44,0.41,0.24]"
47610,2.5237,0.4447,0.0000,0.000185,"[0.22,0.50,1.42]","[0.45,0.41,0.24]"
47620,2.8751,0.4591,0.0000,0.000185,"[0.21,0.51,1.44]","[0.45,0.40,0.24]"
47630,2.5160,0.4474,0.0000,0.000185,"[0.21,0.51,1.43]","[0.45,0.40,0.24]"
47640,2.8287,0.4476,0.0000,0.000185,"[0.21,0.52,1.43]","[0.45,0.41,0.24]"
47650,2.5431,0.4382,0.0000,0.000185,"[0.22,0.50,1.41]","[0.45,0.41,0.24]"
47660,2.7120,0.4398,0.0000,0.000185,"[0.23,0.50,1.40]","[0.45,0.41,0.24]"
47670,2.7699,0.4473,0.0000,0.000185,"[0.21,0.52,1.44]","[0.45,0.40,0.24]"
47680,2.7213,0.4296,0.0000,0.000185,"[0.22,0.51,1.43]","[0.45,0.41,0.24]"
47690,3.0323,0.4457,0.0000,0.000185,"[0.21,0.51,1.43]","[0.44,0.40,0.24]"
47700,2.6176,0.4335,0.0000,0.000185,"[0.21,0.51,1.42]","[0.44,0.41,0.24]"
47710,2.6292,0.4395,0.0000,0.000185,"[0.21,0.51,1.43]","[0.45,0.40,0.24]"
47720,2.7696,0.4545,0.0000,0.000185,"[0.21,0.52,1.44]","[0.44,0.42,0.24]"
47730,2.8125,0.4368,0.0000,0.000185,"[0.21,0.52,1.44]","[0.45,0.39,0.24]"
47740,2.7234,0.4341,0.0000,0.000185,"[0.21,0.51,1.44]","[0.45,0.39,0.24]"
47750,2.6946,0.4322,0.0000,0.000185,"[0.22,0.51,1.44]","[0.46,0.41,0.24]"
47760,2.5672,0.4382,0.0000,0.000185,"[0.22,0.51,1.43]","[0.46,0.41,0.24]"
47770,2.8461,0.4533,0.0000,0.000185,"[0.22,0.52,1.43]","[0.46,0.40,0.24]"
47780,2.6731,0.4473,0.0000,0.000185,"[0.21,0.50,1.43]","[0.44,0.41,0.24]"
47790,2.9300,0.4524,0.0000,0.000185,"[0.20,0.52,1.45]","[0.45,0.40,0.24]"
47800,2.9746,0.4498,0.0000,0.000185,"[0.22,0.52,1.45]","[0.45,0.41,0.24]"
47810,2.7196,0.4529,0.0000,0.000185,"[0.23,0.51,1.44]","[0.45,0.42,0.24]"
47820,2.7950,0.4521,0.0000,0.000185,"[0.21,0.52,1.43]","[0.45,0.41,0.24]"
