Step,Final_CE,Align_Loss,Halt_Loss,LR,Diffs,Halts
18160,3.0033,0.0468,0.1307,0.000036,"[0.17,0.39,1.26]","[0.47,0.41,0.24]"
18170,2.7623,0.0469,0.1295,0.000036,"[0.19,0.38,1.26]","[0.47,0.41,0.24]"
18180,2.7530,0.0467,0.1342,0.000036,"[0.18,0.39,1.26]","[0.46,0.40,0.25]"
18190,2.4671,0.0461,0.1333,0.000036,"[0.19,0.38,1.25]","[0.47,0.41,0.24]"
18200,2.7818,0.0460,0.1325,0.000036,"[0.18,0.39,1.26]","[0.46,0.40,0.24]"
18210,2.7761,0.0464,0.1316,0.000036,"[0.18,0.38,1.25]","[0.47,0.40,0.24]"
18220,3.1258,0.0470,0.1289,0.000036,"[0.17,0.39,1.26]","[0.46,0.41,0.24]"
18230,2.7686,0.0476,0.1253,0.000035,"[0.18,0.39,1.26]","[0.46,0.40,0.24]"
18240,2.7627,0.0460,0.1333,0.000035,"[0.18,0.38,1.25]","[0.46,0.40,0.24]"
18250,2.9483,0.0469,0.1318,0.000035,"[0.18,0.39,1.24]","[0.46,0.39,0.24]"
18260,2.8413,0.0463,0.1322,0.000035,"[0.19,0.38,1.24]","[0.48,0.40,0.24]"
18270,2.6944,0.0456,0.1345,0.000035,"[0.18,0.38,1.24]","[0.47,0.40,0.25]"
18280,2.9038,0.0456,0.1343,0.000035,"[0.17,0.39,1.26]","[0.48,0.40,0.24]"
18290,2.9799,0.0448,0.1377,0.000035,"[0.17,0.39,1.26]","[0.45,0.39,0.25]"
18300,2.9446,0.0450,0.1374,0.000035,"[0.18,0.39,1.26]","[0.46,0.40,0.24]"
18310,2.8136,0.0441,0.1413,0.000035,"[0.17,0.39,1.25]","[0.45,0.39,0.25]"
18320,2.7302,0.0446,0.1388,0.000035,"[0.18,0.39,1.24]","[0.47,0.40,0.24]"
18330,2.9185,0.0442,0.1412,0.000035,"[0.18,0.39,1.24]","[0.46,0.40,0.25]"
18340,2.9579,0.0452,0.1329,0.000035,"[0.18,0.39,1.25]","[0.46,0.41,0.24]"
18350,2.8798,0.0438,0.1448,0.000035,"[0.18,0.39,1.24]","[0.46,0.39,0.25]"
18360,2.9385,0.0443,0.1389,0.000035,"[0.17,0.39,1.25]","[0.46,0.39,0.24]"
18370,2.8451,0.0438,0.1401,0.000035,"[0.19,0.39,1.25]","[0.47,0.41,0.24]"
18380,2.6511,0.0443,0.1402,0.000035,"[0.20,0.38,1.22]","[0.48,0.41,0.24]"
18390,2.4925,0.0442,0.1393,0.000035,"[0.18,0.38,1.24]","[0.47,0.40,0.24]"
18400,2.8933,0.0445,0.1355,0.000034,"[0.20,0.38,1.25]","[0.48,0.40,0.24]"
18410,2.7260,0.0450,0.1324,0.000034,"[0.19,0.39,1.24]","[0.46,0.41,0.24]"
18420,2.9109,0.0450,0.1349,0.000034,"[0.17,0.40,1.24]","[0.45,0.39,0.24]"
18430,2.7712,0.0448,0.1338,0.000034,"[0.19,0.39,1.24]","[0.48,0.40,0.24]"
18440,2.6901,0.0442,0.1361,0.000034,"[0.18,0.40,1.24]","[0.47,0.40,0.24]"
18450,2.8402,0.0444,0.1349,0.000034,"[0.18,0.39,1.25]","[0.47,0.40,0.24]"
18460,2.7554,0.0446,0.1337,0.000034,"[0.18,0.39,1.25]","[0.47,0.39,0.24]"
18470,2.8746,0.0441,0.1374,0.000034,"[0.17,0.39,1.24]","[0.46,0.39,0.24]"
18480,2.7489,0.0448,0.1372,0.000034,"[0.18,0.39,1.22]","[0.47,0.41,0.25]"
18490,2.7908,0.0448,0.1379,0.000034,"[0.18,0.39,1.22]","[0.46,0.40,0.25]"
18500,2.8230,0.0445,0.1397,0.000034,"[0.17,0.39,1.22]","[0.45,0.40,0.25]"
18510,2.8372,0.0449,0.1352,0.000034,"[0.18,0.39,1.22]","[0.47,0.39,0.24]"
18520,2.8241,0.0450,0.1334,0.000034,"[0.18,0.39,1.24]","[0.47,0.41,0.24]"
18530,2.7094,0.0441,0.1367,0.000034,"[0.18,0.39,1.24]","[0.46,0.39,0.24]"
18540,2.8755,0.0444,0.1389,0.000034,"[0.19,0.39,1.22]","[0.47,0.40,0.24]"
18550,2.9124,0.0447,0.1381,0.000034,"[0.18,0.39,1.23]","[0.47,0.40,0.24]"
18560,3.0522,0.0459,0.1327,0.000034,"[0.17,0.39,1.21]","[0.46,0.39,0.24]"
18570,2.9759,0.0458,0.1328,0.000034,"[0.18,0.39,1.22]","[0.45,0.39,0.24]"
18580,2.7455,0.0461,0.1308,0.000034,"[0.19,0.38,1.20]","[0.46,0.41,0.24]"
18590,2.9189,0.0457,0.1312,0.000033,"[0.18,0.39,1.19]","[0.47,0.40,0.24]"
18600,2.8591,0.0454,0.1338,0.000033,"[0.17,0.39,1.21]","[0.45,0.39,0.24]"
18610,2.7620,0.0464,0.1318,0.000033,"[0.18,0.39,1.23]","[0.46,0.39,0.24]"
18620,2.7870,0.0445,0.1371,0.000033,"[0.18,0.39,1.22]","[0.47,0.40,0.24]"
18630,2.7246,0.0454,0.1348,0.000033,"[0.18,0.39,1.20]","[0.48,0.39,0.24]"
18640,3.1008,0.0447,0.1349,0.000033,"[0.18,0.39,1.21]","[0.46,0.39,0.24]"
18650,2.8407,0.0444,0.1340,0.000033,"[0.18,0.38,1.21]","[0.47,0.40,0.24]"
18660,2.9563,0.0449,0.1334,0.000033,"[0.18,0.39,1.21]","[0.47,0.41,0.24]"
18670,2.9006,0.0447,0.1325,0.000033,"[0.18,0.39,1.22]","[0.48,0.40,0.24]"
18680,2.7887,0.0441,0.1361,0.000033,"[0.18,0.38,1.21]","[0.47,0.39,0.24]"
18690,2.8485,0.0447,0.1332,0.000033,"[0.19,0.39,1.20]","[0.47,0.40,0.24]"
18700,3.0245,0.0443,0.1330,0.000033,"[0.19,0.38,1.21]","[0.47,0.41,0.24]"
18710,2.8460,0.0440,0.1339,0.000033,"[0.18,0.39,1.20]","[0.46,0.40,0.24]"
18720,2.8230,0.0436,0.1375,0.000033,"[0.18,0.39,1.20]","[0.46,0.40,0.24]"
18730,2.7221,0.0435,0.1372,0.000033,"[0.19,0.38,1.20]","[0.46,0.41,0.24]"
18740,3.0705,0.0438,0.1346,0.000033,"[0.17,0.39,1.20]","[0.46,0.40,0.24]"
18750,2.7205,0.0469,0.1297,0.000033,"[0.18,0.39,1.18]","[0.46,0.39,0.25]"
18760,2.9735,0.0589,0.1084,0.000033,"[0.17,0.39,1.17]","[0.46,0.39,0.25]"
18770,2.8829,0.0609,0.0915,0.000033,"[0.18,0.39,1.15]","[0.47,0.40,0.25]"
18780,3.0919,0.0598,0.0911,0.000033,"[0.18,0.39,1.20]","[0.47,0.39,0.25]"
18790,2.7616,0.0582,0.0993,0.000033,"[0.17,0.39,1.21]","[0.45,0.42,0.25]"
18800,2.7442,0.0574,0.0968,0.000033,"[0.18,0.38,1.17]","[0.48,0.41,0.25]"
18810,2.9318,0.0585,0.0971,0.000032,"[0.18,0.39,1.15]","[0.47,0.40,0.25]"
18820,2.8664,0.0573,0.1019,0.000032,"[0.19,0.39,1.15]","[0.47,0.41,0.25]"
18830,2.8664,0.0591,0.0966,0.000032,"[0.18,0.38,1.16]","[0.46,0.39,0.25]"
18840,2.8174,0.0588,0.1008,0.000032,"[0.19,0.38,1.16]","[0.47,0.40,0.25]"
18850,2.8374,0.0557,0.1005,0.000032,"[0.18,0.39,1.15]","[0.47,0.39,0.25]"
18860,3.1466,0.0594,0.0969,0.000032,"[0.18,0.39,1.15]","[0.46,0.40,0.25]"
18870,2.9981,0.0597,0.0934,0.000032,"[0.18,0.39,1.16]","[0.47,0.40,0.25]"
18880,2.8398,0.0620,0.0906,0.000032,"[0.18,0.38,1.16]","[0.47,0.41,0.25]"
18890,2.9302,0.0579,0.0902,0.000032,"[0.18,0.39,1.16]","[0.47,0.40,0.25]"
18900,2.8853,0.0563,0.0962,0.000032,"[0.19,0.39,1.15]","[0.46,0.41,0.25]"
18910,2.8263,0.0596,0.0971,0.000032,"[0.18,0.39,1.14]","[0.47,0.40,0.25]"
18920,2.8310,0.0679,0.0860,0.000032,"[0.18,0.39,1.13]","[0.47,0.41,0.25]"
18930,3.0072,0.0785,0.0850,0.000032,"[0.17,0.39,1.14]","[0.47,0.39,0.25]"
18940,2.8519,0.0727,0.0884,0.000032,"[0.19,0.39,1.15]","[0.47,0.40,0.25]"
18950,2.7047,0.0683,0.0873,0.000032,"[0.18,0.39,1.15]","[0.48,0.40,0.25]"
18960,2.8880,0.0662,0.0870,0.000032,"[0.17,0.39,1.18]","[0.46,0.38,0.25]"
18970,2.9293,0.0635,0.0875,0.000032,"[0.17,0.40,1.16]","[0.46,0.40,0.25]"
18980,2.7792,0.0628,0.0891,0.000032,"[0.17,0.38,1.13]","[0.45,0.39,0.25]"
18990,2.7073,0.0658,0.0848,0.000032,"[0.18,0.39,1.13]","[0.45,0.39,0.25]"
19000,2.7919,0.0893,0.0868,0.000032,"[0.18,0.39,1.09]","[0.48,0.40,0.25]"
19010,2.8638,0.1501,0.0896,0.000032,"[0.18,0.39,1.13]","[0.47,0.40,0.25]"
19020,2.9852,0.1554,0.0949,0.000032,"[0.18,0.38,1.20]","[0.46,0.40,0.25]"
19030,2.7581,0.1047,0.1028,0.000032,"[0.19,0.38,1.16]","[0.48,0.42,0.25]"
19040,3.0151,0.0924,0.1031,0.000032,"[0.17,0.40,1.16]","[0.47,0.40,0.25]"
19050,2.8370,0.0941,0.0910,0.000032,"[0.19,0.39,1.16]","[0.48,0.40,0.25]"
19060,2.7463,0.0868,0.1015,0.000032,"[0.17,0.38,1.17]","[0.44,0.40,0.25]"
19070,2.7393,0.0816,0.0894,0.000032,"[0.18,0.39,1.21]","[0.47,0.40,0.25]"
19080,2.6854,0.0753,0.0904,0.000031,"[0.18,0.38,1.17]","[0.47,0.40,0.25]"
19090,3.0188,0.0740,0.0942,0.000031,"[0.19,0.39,1.13]","[0.47,0.40,0.25]"
19100,2.8173,0.0705,0.1008,0.000031,"[0.19,0.39,1.13]","[0.47,0.39,0.26]"
19110,2.9316,0.0738,0.0851,0.000031,"[0.18,0.39,1.13]","[0.47,0.40,0.25]"
19120,2.8565,0.0672,0.0946,0.000031,"[0.19,0.39,1.12]","[0.47,0.40,0.25]"
19130,2.8719,0.0653,0.0965,0.000031,"[0.18,0.39,1.12]","[0.47,0.39,0.25]"
19140,2.9237,0.0648,0.0914,0.000031,"[0.18,0.39,1.14]","[0.47,0.39,0.25]"
19150,2.9348,0.0647,0.0905,0.000031,"[0.17,0.39,1.10]","[0.45,0.39,0.25]"
19160,2.8570,0.0645,0.0953,0.000031,"[0.18,0.39,1.10]","[0.48,0.41,0.25]"
19170,2.6944,0.0641,0.0872,0.000031,"[0.18,0.39,1.09]","[0.47,0.39,0.25]"
19180,2.8309,0.0630,0.0872,0.000031,"[0.19,0.38,1.09]","[0.48,0.41,0.25]"
19190,2.9645,0.0619,0.0908,0.000031,"[0.18,0.39,1.12]","[0.47,0.40,0.25]"
19200,2.7120,0.0602,0.0973,0.000031,"[0.19,0.38,1.11]","[0.47,0.40,0.25]"
19210,2.6981,0.0602,0.0903,0.000031,"[0.18,0.39,1.11]","[0.47,0.39,0.25]"
19220,2.7221,0.0586,0.0984,0.000031,"[0.19,0.38,1.09]","[0.47,0.40,0.25]"
19230,2.7672,0.0610,0.0869,0.000031,"[0.18,0.39,1.08]","[0.47,0.40,0.25]"
19240,2.9219,0.0597,0.0931,0.000031,"[0.17,0.40,1.10]","[0.46,0.40,0.25]"
19250,3.0217,0.0594,0.0932,0.000031,"[0.18,0.40,1.09]","[0.46,0.39,0.25]"
19260,2.5766,0.0600,0.0892,0.000031,"[0.19,0.39,1.08]","[0.46,0.39,0.25]"
19270,2.8336,0.0585,0.0961,0.000031,"[0.18,0.39,1.08]","[0.46,0.39,0.25]"
19280,2.9495,0.0575,0.1007,0.000031,"[0.18,0.39,1.09]","[0.46,0.40,0.25]"
19290,2.6921,0.0573,0.0989,0.000031,"[0.18,0.39,1.08]","[0.46,0.40,0.25]"
19300,2.9102,0.0584,0.0914,0.000031,"[0.18,0.39,1.08]","[0.46,0.40,0.25]"
19310,2.8349,0.0582,0.0917,0.000031,"[0.18,0.39,1.09]","[0.46,0.40,0.25]"
19320,2.8437,0.0583,0.0898,0.000031,"[0.18,0.39,1.08]","[0.46,0.39,0.25]"
19330,2.9038,0.0572,0.0933,0.000031,"[0.18,0.39,1.08]","[0.46,0.39,0.25]"
19340,2.8036,0.0583,0.0906,0.000031,"[0.18,0.39,1.08]","[0.46,0.38,0.25]"
19350,2.8008,0.0573,0.0933,0.000031,"[0.18,0.39,1.07]","[0.47,0.39,0.25]"
19360,2.5711,0.0566,0.0962,0.000031,"[0.19,0.39,1.07]","[0.48,0.40,0.25]"
19370,2.7434,0.0556,0.0974,0.000031,"[0.18,0.39,1.07]","[0.46,0.40,0.25]"
19380,3.0153,0.0554,0.0991,0.000031,"[0.18,0.39,1.08]","[0.47,0.40,0.25]"
19390,2.8485,0.0561,0.0940,0.000031,"[0.18,0.39,1.07]","[0.46,0.41,0.25]"
19400,3.0747,0.0555,0.0983,0.000031,"[0.17,0.39,1.07]","[0.45,0.38,0.25]"
19410,2.8491,0.0562,0.0945,0.000031,"[0.17,0.39,1.08]","[0.45,0.38,0.25]"
19420,2.9091,0.0554,0.0958,0.000031,"[0.18,0.40,1.07]","[0.47,0.40,0.25]"
19430,2.7503,0.0563,0.0922,0.000031,"[0.19,0.38,1.07]","[0.47,0.39,0.25]"
19440,2.8775,0.0546,0.0989,0.000031,"[0.18,0.39,1.08]","[0.46,0.40,0.25]"
19450,2.9873,0.0542,0.0996,0.000031,"[0.18,0.39,1.07]","[0.46,0.40,0.25]"
19460,2.9460,0.0550,0.0927,0.000031,"[0.18,0.39,1.07]","[0.46,0.40,0.25]"
19470,2.6690,0.0557,0.0948,0.000030,"[0.18,0.39,1.07]","[0.45,0.39,0.25]"
19480,2.7370,0.0550,0.0946,0.000030,"[0.18,0.40,1.07]","[0.48,0.40,0.25]"
19490,2.8562,0.0542,0.0983,0.000030,"[0.18,0.39,1.07]","[0.46,0.40,0.25]"
19500,2.9255,0.0548,0.0937,0.000030,"[0.18,0.39,1.07]","[0.47,0.38,0.25]"
19510,2.9135,0.0537,0.0959,0.000030,"[0.18,0.39,1.06]","[0.47,0.40,0.25]"
19520,2.8032,0.0542,0.0988,0.000030,"[0.18,0.40,1.07]","[0.46,0.40,0.25]"
19530,2.7171,0.0544,0.0956,0.000030,"[0.19,0.38,1.06]","[0.47,0.41,0.25]"
19540,2.8653,0.0551,0.0898,0.000030,"[0.19,0.39,1.06]","[0.48,0.40,0.25]"
19550,2.7541,0.0545,0.0909,0.000030,"[0.18,0.39,1.06]","[0.46,0.39,0.25]"
19560,2.7487,0.0528,0.1007,0.000030,"[0.19,0.39,1.06]","[0.46,0.41,0.25]"
19570,3.0555,0.0534,0.0996,0.000030,"[0.18,0.39,1.07]","[0.47,0.40,0.25]"
19580,2.8138,0.0530,0.0983,0.000030,"[0.19,0.39,1.06]","[0.47,0.40,0.25]"
19590,2.7469,0.0549,0.0920,0.000030,"[0.18,0.39,1.07]","[0.47,0.39,0.25]"
19600,2.8152,0.0539,0.0942,0.000030,"[0.19,0.38,1.05]","[0.47,0.40,0.25]"
19610,2.8318,0.0528,0.0972,0.000030,"[0.17,0.39,1.06]","[0.46,0.39,0.25]"
19620,2.8978,0.0526,0.0957,0.000030,"[0.18,0.39,1.06]","[0.46,0.39,0.25]"
19630,2.8706,0.0533,0.0959,0.000030,"[0.18,0.39,1.07]","[0.47,0.39,0.25]"
19640,2.7098,0.0530,0.0935,0.000030,"[0.20,0.39,1.05]","[0.48,0.40,0.25]"
19650,2.9893,0.0543,0.0918,0.000030,"[0.18,0.39,1.06]","[0.47,0.39,0.25]"
19660,2.7957,0.0550,0.0911,0.000030,"[0.18,0.39,1.06]","[0.46,0.39,0.25]"
19670,3.0208,0.0538,0.0900,0.000030,"[0.17,0.39,1.07]","[0.46,0.39,0.25]"
19680,2.7103,0.0522,0.0953,0.000030,"[0.18,0.39,1.06]","[0.47,0.40,0.25]"
19690,2.8409,0.0515,0.0998,0.000030,"[0.18,0.39,1.05]","[0.48,0.41,0.25]"
19700,2.8536,0.0514,0.1011,0.000030,"[0.18,0.39,1.06]","[0.47,0.40,0.25]"
19710,2.7085,0.0519,0.0970,0.000030,"[0.17,0.39,1.05]","[0.46,0.39,0.25]"
19720,2.7715,0.0520,0.0969,0.000030,"[0.19,0.39,1.05]","[0.48,0.41,0.25]"
19730,2.7224,0.0520,0.0994,0.000030,"[0.18,0.39,1.05]","[0.46,0.41,0.25]"
19740,2.7758,0.0519,0.0975,0.000030,"[0.18,0.39,1.07]","[0.47,0.40,0.25]"
19750,2.9634,0.0511,0.0991,0.000030,"[0.18,0.39,1.06]","[0.46,0.39,0.25]"
19760,2.9730,0.0517,0.0978,0.000030,"[0.18,0.39,1.06]","[0.47,0.40,0.25]"
19770,3.0638,0.0511,0.0998,0.000030,"[0.17,0.40,1.06]","[0.45,0.40,0.25]"
19780,2.8914,0.0526,0.0943,0.000030,"[0.18,0.40,1.07]","[0.46,0.41,0.25]"
19790,2.7589,0.0510,0.0994,0.000030,"[0.19,0.39,1.06]","[0.46,0.40,0.25]"
19800,2.8539,0.0510,0.0967,0.000030,"[0.18,0.39,1.06]","[0.47,0.39,0.25]"
19810,3.0013,0.0503,0.0980,0.000030,"[0.17,0.40,1.06]","[0.46,0.39,0.25]"
19820,2.9955,0.0500,0.1039,0.000030,"[0.18,0.40,1.06]","[0.46,0.40,0.25]"
19830,2.7963,0.0508,0.0989,0.000030,"[0.19,0.39,1.05]","[0.47,0.39,0.25]"
19840,3.0192,0.0501,0.0999,0.000030,"[0.19,0.39,1.06]","[0.46,0.40,0.25]"
19850,2.6967,0.0504,0.0982,0.000030,"[0.18,0.39,1.05]","[0.47,0.40,0.25]"
19860,2.9776,0.0499,0.1005,0.000030,"[0.18,0.39,1.06]","[0.47,0.40,0.25]"
19870,2.7280,0.0503,0.0999,0.000030,"[0.18,0.39,1.06]","[0.46,0.40,0.25]"
19880,2.7931,0.0505,0.0972,0.000030,"[0.18,0.39,1.06]","[0.47,0.39,0.25]"
19890,2.8880,0.0509,0.0953,0.000030,"[0.18,0.39,1.06]","[0.46,0.40,0.25]"
19900,2.5378,0.0505,0.0985,0.000030,"[0.19,0.39,1.06]","[0.48,0.41,0.25]"
19910,2.6061,0.0514,0.0946,0.000030,"[0.18,0.39,1.06]","[0.47,0.39,0.25]"
19920,3.0463,0.0505,0.0962,0.000030,"[0.18,0.39,1.06]","[0.46,0.40,0.25]"
19930,3.0560,0.0489,0.1029,0.000030,"[0.18,0.40,1.06]","[0.46,0.40,0.25]"
19940,2.6905,0.0493,0.1016,0.000030,"[0.18,0.39,1.06]","[0.46,0.39,0.25]"
19950,2.7755,0.0500,0.0990,0.000030,"[0.19,0.39,1.06]","[0.47,0.40,0.25]"
19960,2.9219,0.0499,0.1032,0.000030,"[0.18,0.39,1.06]","[0.46,0.40,0.25]"
19970,3.0693,0.0500,0.0988,0.000030,"[0.18,0.39,1.07]","[0.46,0.39,0.25]"
19980,2.6394,0.0492,0.1011,0.000030,"[0.18,0.39,1.06]","[0.46,0.40,0.25]"
19990,2.8303,0.0481,0.1043,0.000030,"[0.18,0.39,1.05]","[0.47,0.40,0.25]"
20000,2.9023,0.0486,0.1027,0.000030,"[0.18,0.39,1.06]","[0.46,0.39,0.25]"
20010,2.6993,0.0492,0.1024,0.000030,"[0.18,0.39,1.06]","[0.45,0.39,0.25]"
20020,2.6986,0.0498,0.1002,0.000030,"[0.19,0.39,1.06]","[0.48,0.39,0.25]"
20030,2.7795,0.0495,0.1023,0.000030,"[0.18,0.39,1.05]","[0.47,0.41,0.25]"
20040,3.1190,0.0489,0.1009,0.000030,"[0.17,0.40,1.06]","[0.45,0.40,0.25]"
20050,2.7263,0.0488,0.1014,0.000030,"[0.19,0.39,1.06]","[0.47,0.41,0.25]"
20060,2.8893,0.0501,0.0965,0.000030,"[0.18,0.39,1.06]","[0.47,0.40,0.25]"
20070,2.6426,0.0492,0.1023,0.000030,"[0.18,0.38,1.05]","[0.46,0.39,0.25]"
20080,2.7522,0.0502,0.0972,0.000030,"[0.19,0.39,1.07]","[0.47,0.41,0.25]"
20090,2.7214,0.0491,0.1005,0.000030,"[0.18,0.39,1.07]","[0.47,0.40,0.25]"
20100,2.8784,0.0486,0.1016,0.000030,"[0.19,0.39,1.06]","[0.46,0.41,0.25]"
20110,2.6669,0.0498,0.0971,0.000030,"[0.19,0.39,1.06]","[0.47,0.40,0.25]"
20120,2.4885,0.0482,0.1037,0.000030,"[0.19,0.39,1.06]","[0.46,0.40,0.25]"
20130,2.6904,0.0489,0.1000,0.000030,"[0.17,0.39,1.06]","[0.46,0.39,0.25]"
20140,2.7286,0.0482,0.1016,0.000030,"[0.18,0.38,1.05]","[0.46,0.40,0.25]"
20150,2.8466,0.0489,0.0995,0.000030,"[0.19,0.39,1.06]","[0.47,0.40,0.25]"
20160,2.8976,0.0500,0.0971,0.000030,"[0.18,0.39,1.07]","[0.47,0.39,0.25]"
20170,3.0947,0.0483,0.1036,0.000030,"[0.19,0.39,1.07]","[0.46,0.40,0.25]"
20180,2.6819,0.0494,0.0971,0.000030,"[0.18,0.38,1.06]","[0.46,0.40,0.25]"
20190,2.7734,0.0482,0.1036,0.000030,"[0.18,0.38,1.07]","[0.47,0.40,0.25]"
20200,2.8217,0.0482,0.0999,0.000030,"[0.18,0.39,1.07]","[0.46,0.40,0.25]"
20210,2.7291,0.0492,0.0961,0.000030,"[0.19,0.39,1.07]","[0.47,0.39,0.25]"
20220,2.8132,0.0488,0.1006,0.000030,"[0.17,0.39,1.07]","[0.47,0.40,0.25]"
20230,2.5808,0.0486,0.1006,0.000030,"[0.19,0.38,1.06]","[0.47,0.41,0.25]"
20240,3.1453,0.0493,0.0963,0.000030,"[0.17,0.40,1.08]","[0.47,0.42,0.25]"
20250,3.1008,0.0487,0.1012,0.000030,"[0.17,0.40,1.08]","[0.45,0.39,0.25]"
20260,2.5383,0.0479,0.1042,0.000030,"[0.17,0.39,1.07]","[0.46,0.39,0.25]"
20270,2.6705,0.0484,0.1010,0.000030,"[0.19,0.39,1.07]","[0.46,0.40,0.25]"
20280,2.6619,0.0497,0.0947,0.000030,"[0.18,0.39,1.07]","[0.46,0.40,0.24]"
20290,2.7243,0.0492,0.0979,0.000030,"[0.19,0.39,1.08]","[0.46,0.40,0.25]"
20300,2.9719,0.0485,0.0996,0.000030,"[0.18,0.40,1.08]","[0.46,0.40,0.25]"
20310,2.8678,0.0482,0.1018,0.000030,"[0.18,0.39,1.09]","[0.46,0.40,0.25]"
20320,2.6773,0.0471,0.1060,0.000030,"[0.19,0.39,1.08]","[0.48,0.40,0.25]"
20330,2.7593,0.0485,0.0987,0.000030,"[0.18,0.39,1.08]","[0.46,0.40,0.25]"
20340,2.5337,0.0485,0.1013,0.000030,"[0.19,0.38,1.08]","[0.46,0.41,0.25]"
20350,2.8554,0.0476,0.1032,0.000030,"[0.18,0.39,1.08]","[0.47,0.39,0.25]"
20360,2.8615,0.0474,0.1042,0.000030,"[0.18,0.39,1.09]","[0.47,0.39,0.25]"
20370,2.8269,0.0469,0.1053,0.000030,"[0.19,0.39,1.08]","[0.46,0.39,0.25]"
20380,2.7475,0.0469,0.1077,0.000030,"[0.19,0.39,1.08]","[0.47,0.41,0.25]"
20390,2.8561,0.0473,0.1023,0.000030,"[0.18,0.39,1.09]","[0.47,0.39,0.25]"
20400,3.0600,0.0491,0.0961,0.000030,"[0.18,0.40,1.11]","[0.46,0.41,0.25]"
20410,2.6056,0.0475,0.1030,0.000030,"[0.18,0.39,1.09]","[0.45,0.39,0.25]"
20420,2.7116,0.0461,0.1077,0.000030,"[0.18,0.38,1.08]","[0.46,0.39,0.25]"
20430,2.7948,0.0457,0.1072,0.000030,"[0.18,0.39,1.08]","[0.47,0.41,0.25]"
20440,2.8350,0.0468,0.1043,0.000030,"[0.18,0.39,1.09]","[0.47,0.41,0.25]"
20450,2.8117,0.0475,0.1035,0.000030,"[0.19,0.39,1.09]","[0.46,0.40,0.25]"
20460,2.7342,0.0471,0.1032,0.000030,"[0.18,0.38,1.08]","[0.46,0.40,0.25]"
20470,2.6774,0.0466,0.1024,0.000030,"[0.18,0.39,1.10]","[0.46,0.40,0.25]"
20480,2.8158,0.0472,0.1006,0.000030,"[0.19,0.39,1.09]","[0.45,0.40,0.24]"
20490,2.8948,0.0472,0.1031,0.000030,"[0.19,0.39,1.09]","[0.48,0.41,0.25]"
20500,2.7620,0.0471,0.1020,0.000030,"[0.18,0.40,1.10]","[0.47,0.41,0.25]"
20510,2.7853,0.0465,0.1058,0.000030,"[0.18,0.40,1.11]","[0.47,0.40,0.25]"
20520,2.8756,0.0453,0.1116,0.000030,"[0.19,0.39,1.09]","[0.48,0.40,0.25]"
20530,2.6981,0.0459,0.1075,0.000030,"[0.19,0.38,1.10]","[0.47,0.39,0.25]"
20540,2.8824,0.0459,0.1114,0.000030,"[0.18,0.39,1.12]","[0.47,0.39,0.25]"
20550,2.8307,0.0455,0.1088,0.000030,"[0.17,0.39,1.12]","[0.47,0.39,0.25]"
20560,2.6916,0.0453,0.1090,0.000030,"[0.18,0.39,1.12]","[0.46,0.39,0.25]"
20570,2.8626,0.0447,0.1104,0.000030,"[0.19,0.39,1.10]","[0.47,0.41,0.25]"
20580,2.9371,0.0452,0.1080,0.000030,"[0.18,0.40,1.10]","[0.47,0.41,0.25]"
20590,2.7941,0.0461,0.1029,0.000030,"[0.17,0.40,1.11]","[0.46,0.39,0.25]"
20600,2.9462,0.0456,0.1041,0.000030,"[0.19,0.39,1.10]","[0.46,0.40,0.25]"
20610,2.8170,0.0455,0.1046,0.000030,"[0.18,0.39,1.10]","[0.47,0.40,0.25]"
20620,2.7472,0.0462,0.1026,0.000030,"[0.18,0.39,1.11]","[0.46,0.40,0.24]"
20630,2.8187,0.0462,0.0998,0.000030,"[0.19,0.39,1.10]","[0.47,0.39,0.24]"
20640,2.6003,0.0456,0.1025,0.000030,"[0.19,0.39,1.10]","[0.47,0.40,0.24]"
20650,2.9546,0.0460,0.1027,0.000030,"[0.18,0.39,1.11]","[0.45,0.39,0.24]"
20660,2.5860,0.0447,0.1090,0.000030,"[0.19,0.39,1.10]","[0.47,0.41,0.25]"
20670,2.7105,0.0478,0.1079,0.000030,"[0.19,0.39,1.12]","[0.47,0.40,0.25]"
20680,2.6957,0.0442,0.1107,0.000030,"[0.19,0.39,1.11]","[0.46,0.40,0.25]"
20690,2.9174,0.0440,0.1119,0.000030,"[0.18,0.40,1.12]","[0.46,0.39,0.25]"
20700,2.7287,0.0434,0.1158,0.000030,"[0.18,0.40,1.10]","[0.47,0.40,0.25]"
20710,2.8111,0.0452,0.1058,0.000030,"[0.19,0.39,1.13]","[0.46,0.40,0.25]"
20720,2.8238,0.0444,0.1081,0.000030,"[0.18,0.39,1.12]","[0.46,0.40,0.25]"
20730,2.6475,0.0447,0.1067,0.000030,"[0.18,0.39,1.11]","[0.47,0.40,0.24]"
20740,2.8194,0.0446,0.1069,0.000030,"[0.19,0.39,1.11]","[0.47,0.41,0.24]"
20750,2.7191,0.0446,0.1072,0.000030,"[0.19,0.39,1.12]","[0.46,0.41,0.24]"
20760,2.5665,0.0448,0.1060,0.000030,"[0.18,0.38,1.12]","[0.46,0.39,0.24]"
20770,2.6275,0.0452,0.1044,0.000030,"[0.19,0.39,1.13]","[0.47,0.41,0.24]"
20780,2.9124,0.0453,0.1033,0.000030,"[0.18,0.39,1.13]","[0.46,0.41,0.24]"
